

"NE Report"
"Save Time: 10/21/2018 14:16:17"
"User Name:RNOSTG"
""

"Total 694 Records"

"NE Name","NE Type","IP Address 1","IP Address 2","Version","Med Partition","Subarea IP","TimeZone","Physical Location","Vendor","Description","District","Longitude","Latitude","Capacity","Maintenance Region","NE Connection Status","Base Station RAT","Base Station ID","Base Station RNC","Home Subnet","Product Type","NE Maintenance Mode","Creation Time","First Connection Time","Password of OM Connection Administrator Recently Modified On"
KHN-Kobar-01-WL-1622,BTS3900,10.140.7.82,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,UL(F),/1622/1622,/KHN_RNC/,Physical Root/EASY_DEPLOYMENT,DBS3900,NORMAL,08/08/2017 16:41:55,08/09/2017 15:11:34,-
KRT-ELReyad-11-L-6019,BTS3900,10.140.17.70,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,L(F),//6019,//,Physical Root/EASY_DEPLOYMENT,DBS3900,NORMAL,08/13/2017 14:32:01,09/30/2017 16:10:31,-
OMD-Elarda-04-L-6051,BTS3900,10.140.19.22,-,-,med_partition0206,10.100.0.39,-,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Offline,Unknown,//,//,Physical Root/EASY_DEPLOYMENT,-,-,08/13/2017 14:32:01,-,-
KRT-Royalcare-W-5011,BTS3900 WCDMA,17.25.67.24,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,5011,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,08/18/2017 16:26:38,08/23/2017 09:39:34,-
KRT-Arkaweet-03-L-6038,BTS3900,10.140.11.106,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,L(F),//6038,//,Physical Root/EASY_DEPLOYMENT,DBS3900,NORMAL,08/20/2017 14:18:58,08/20/2017 14:26:54,-
KRT-Burri-02-WL-6013,BTS3900,10.140.15.22,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,UL(F),/6013/6013,/KHS_RNC/,Physical Root/EASY_DEPLOYMENT,DBS3900,NORMAL,08/21/2017 19:34:38,08/21/2017 19:34:46,-
KRT-ElReyad-01-WL-1034,BTS3900,10.140.17.82,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,UL(F),/1034/1034,/KHS_RNC/,Physical Root/EASY_DEPLOYMENT,DBS3900,NORMAL,08/27/2017 16:23:33,08/27/2017 17:26:27,-
OMD-Elnilecity-01-WL-1341,BTS3900,10.140.20.34,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,UL(F),/1341/1341,/KHS_RNC/,Physical Root/EASY_DEPLOYMENT,DBS3900,NORMAL,08/30/2017 10:40:09,08/30/2017 16:25:14,-
KRT-Mayo-01-W-1058,BTS3900 WCDMA,17.25.71.8,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1058,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,08/30/2017 15:12:48,09/06/2017 15:34:15,-
GAZ-Madani-Elnaser-W-2453,BTS3900 WCDMA,17.25.79.7,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2453,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,09/13/2017 11:20:02,09/13/2017 11:20:19,-
GAZ-TechnicalColleague-W-2791,BTS3900 WCDMA,17.25.78.5,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2791,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,09/15/2017 12:06:34,09/15/2017 12:07:03,-
GAZ-Medani-20-W-2454,BTS3900 WCDMA,17.25.77.8,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2454,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,09/16/2017 12:44:26,09/16/2017 12:44:39,-
GAZ-MDN-05-AWOOD-W-405,BTS3900 WCDMA,17.25.78.7,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,405,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,09/16/2017 14:27:46,09/16/2017 14:28:10,-
GAZ-Medani-09-W-409,BTS3900 WCDMA,17.25.78.8,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,409,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,09/16/2017 16:29:41,09/16/2017 16:30:18,-
KHN-Elkhojlab-01-W-1510,BTS3900 WCDMA,17.23.17.18,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1510,KHN_RNC,Physical Root/3G network/KHN_RNC,DBS3900 WCDMA,NORMAL,09/24/2017 16:28:25,09/24/2017 16:28:43,-
KRT-NTC-02-W-1010,BTS3900 WCDMA,17.25.68.28,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1010,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,09/25/2017 16:16:30,09/25/2017 16:16:35,-
KHN-Elhalfaya-02-W-1511,BTS3900 WCDMA,17.23.26.47,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1511,KHN_RNC,Physical Root/3G network/KHN_RNC,DBS3900 WCDMA,NORMAL,09/30/2017 17:00:32,09/30/2017 17:00:59,-
KRT-ALBIJA-01-W-1149,BTS3900 WCDMA,17.25.65.49,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1149,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,10/02/2017 15:31:51,10/02/2017 15:32:19,-
NKR-OBD-02mobitel-W-241,BTS3900 WCDMA,17.23.61.140,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,241,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,10/04/2017 10:29:03,10/04/2017 10:29:47,-
NKR-Obeid-05-W-246,BTS3900 WCDMA,17.23.61.138,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,246,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,10/04/2017 10:49:56,10/04/2017 10:50:39,-
NKR-TagiClub-W-2400,BTS3900 WCDMA,17.23.61.130,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2400,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,10/04/2017 11:02:59,10/04/2017 11:03:15,-
NKR-Obeid-10-W-294,BTS3900 WCDMA,17.23.61.136,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,294,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,10/04/2017 14:36:38,10/04/2017 14:37:19,-
NKR-Elobied-16-W-2407,BTS3900 WCDMA,17.23.61.129,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2407,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,10/05/2017 11:09:58,10/05/2017 11:10:39,-
NKR-Elobied-15-W-2403,BTS3900 WCDMA,17.23.61.135,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2403,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,10/05/2017 11:25:42,10/05/2017 11:26:11,-
NKR-Elobied-18-W-2409,BTS3900 WCDMA,17.23.61.139,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2409,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,10/05/2017 14:30:16,10/05/2017 14:30:47,-
NKR-Obeid-14-W-2410,BTS3900 WCDMA,17.23.61.134,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2410,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,10/05/2017 15:04:09,10/05/2017 15:04:47,-
KRT-Enuzha-W-2532,BTS3900 WCDMA,17.25.65.51,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2532,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,10/08/2017 15:24:44,10/08/2017 15:27:07,-
NKR-Obeid-03-W-244,BTS3900 WCDMA,17.23.61.132,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,244,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,10/10/2017 09:22:20,10/10/2017 09:22:52,-
KRT-Gabra-02-W-1620,BTS3900 WCDMA,17.25.73.15,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1620,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,10/24/2017 19:56:30,10/24/2017 20:41:01,-
KRT-UmOsherB.1-W-2771,BTS3900 WCDMA,17.25.65.35,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2771,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/07/2017 16:24:19,12/09/2017 15:09:40,-
KRT-Alfirdos60St-01-W-3234,BTS3900 WCDMA,17.25.71.24,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+03:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,3234,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/07/2017 20:34:34,12/19/2017 22:31:40,-
OMD-Elislamiauni-01-W-1302,BTS3900 WCDMA,17.25.72.7,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1302,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/08/2017 16:48:43,12/08/2017 21:04:44,-
OMD-ElSaalaha-01-W-1301,BTS3900 WCDMA,17.25.72.6,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1301,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/09/2017 11:47:34,12/09/2017 11:52:36,-
OMD-Elsaalaha-02-W-1159,BTS3900 WCDMA,17.23.61.13,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1159,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/09/2017 18:13:54,12/09/2017 18:38:48,-
OMD-Southjadeen-01-W-1613,BTS3900 WCDMA,17.25.72.25,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1613,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/10/2017 12:07:18,12/10/2017 14:56:17,-
OMD-Elgaiaa-01-W-2649,BTS3900 WCDMA,17.25.72.26,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2649,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/10/2017 15:08:09,12/10/2017 15:25:48,-
OMD-Elfetehabwest-01-W-1304,BTS3900 WCDMA,17.25.72.9,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1304,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/11/2017 08:52:39,12/11/2017 09:00:04,-
OMD-Elfetehabeast-01-W-1303,BTS3900 WCDMA,17.25.72.8,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1303,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/11/2017 09:23:59,12/11/2017 09:40:52,-
OMD-Abuseid-01-W-1305,BTS3900 WCDMA,17.25.72.10,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1305,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/11/2017 12:21:17,12/11/2017 12:33:56,-
OMD-Umbadasouth-01-W-1306,BTS3900 WCDMA,17.25.72.5,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1306,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/11/2017 12:53:16,12/11/2017 13:03:28,-
OMD-Abuseidwest-02-W-1135,BTS3900 WCDMA,17.23.61.9,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1135,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/11/2017 13:13:27,12/11/2017 13:14:04,-
OMD-Elnilecity-02-L-6049,BTS3900,10.140.20.22,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,L(F),//6049,//,Physical Root/EASY_DEPLOYMENT,DBS3900,NORMAL,12/11/2017 15:57:25,12/11/2017 16:31:36,-
OMD-Umbadasoqalqatar-01-W-1320,BTS3900 WCDMA,17.25.72.14,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1320,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/12/2017 08:31:21,12/12/2017 08:43:41,-
OMD-Hamadelnile-01-W-3247,BTS3900 WCDMA,17.25.72.11,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,3247,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/12/2017 08:51:51,12/12/2017 08:54:04,-
OMD-Childyouthpalace-01-W-1349,BTS3900 WCDMA,17.25.72.13,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1349,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/12/2017 09:07:30,12/12/2017 09:09:36,-
OMD-Morada-01-W-3120,BTS3900 WCDMA,17.25.72.12,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,3120,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/12/2017 09:33:38,12/12/2017 09:36:08,-
OMD-Omdurmanmilitary-01-W-2903,BTS3900 WCDMA,17.25.72.27,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2903,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/12/2017 11:09:03,12/12/2017 11:11:08,-
OMD-Elbaladia-01-W-1352,BTS3900 WCDMA,17.25.72.17,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1352,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/13/2017 08:15:38,12/13/2017 08:17:44,-
OMD-Alarda-04-W-2617,BTS3900 WCDMA,17.25.72.28,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2617,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/13/2017 08:49:31,12/13/2017 09:02:20,-
OMD-Almourada-01-W-2683,BTS3900 WCDMA,17.25.72.15,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2683,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/13/2017 09:37:18,12/13/2017 09:39:48,-
OMD-Omdurmancenter-01-W-1310,BTS3900 WCDMA,17.25.72.18,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1310,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/13/2017 10:00:17,12/13/2017 10:09:20,-
